price,retail_price,currency_buyer,units_sold,uses_ad_boosts,rating,rating_count,badges_count,badge_local_product,badge_product_quality,badge_fast_shipping,tags,product_color,product_variation_size_id,product_variation_inventory,shipping_option_name,shipping_option_price,shipping_is_express,countries_shipped_to,inventory_total,has_urgency_banner,urgency_text,origin_country,merchant_title,merchant_name,merchant_info_subtitle,merchant_rating_count,merchant_rating,merchant_id,merchant_has_profile_picture,merchant_profile_picture,theme,crawl_month,id
5.0,5,EUR,1000,1,4.0,103,0,0,0,0,"blouse,Summer,Plus Size,Cotton,Shirt,Sleeve,Spring,Tops,slim,short sleeves,Women's Fashion,Shorts,printed,Ladies,o-neck,Fashion,Casual,T Shirts,Ladies Fashion",winered,S,50,Livraison standard,2,0,48,50,,,CN,guangzhouweishiweifushiyouxiangongsi,广州唯适唯服饰有限公司,"83 % avis positifs (32,168 notes)",32168,3.8845436458592384,558c2cdc89d53c4005ea2920,0,,summer,2020-08,1303
5.65,26,EUR,100,0,4.0,33,0,0,0,0,"Outdoor,doghat,Pets,Cap,sunhatfordog,Dogs,Cats,dogcap,Fashion,Baseball,Pet Supplies,Baseball Cap,Canvas,puppyhat,virsorcap,puppy,Hats,cathat,Dog Supplies",blue,Size M,50,Livraison standard,1,0,32,50,,,CN,QB_Fashion,qb_fashion,"92 % avis positifs (3,028 notes)",3028,4.299207397622193,5673acd9c1a80060fb201026,0,,summer,2020-08,635
5.87,5,EUR,20000,1,4.0,4137,0,0,0,0,"Mini,Fashion,halter dress,Summer,plus size dress,Pleated,V Neckdress,beach dress,Party Dress,sexy,Skirts,Casual,Cotton,Deep V-Neck,party,Ladies Fashion,Tops,summer dress,Ladies,women dress,Robes,Women,Beach,Plus Size,Halter,Dress,V-neck,Pocket,Women's Fashion,sleeveless,knee,casual dress,Shorts,Tank,T Shirts,sleevelessdresse,loose dress",red,XS,5,Livraison standard,1,0,18,50,,,CN,yshsbjj,yshsbjj,"88 % avis positifs (4,646 notes)",4646,4.118811881188118,580dd6425250a21944205a36,0,,summer,2020-08,1101
9.0,9,EUR,10000,1,4.0,2148,0,0,0,0,"bathing suit,two piece swimsuit,leaf,bikini set,Summer,sexy bikini,Swimwear,Swimsuit,Bikini,Women's Fashion,Fashion,printed,Suits,Swimming,sexy,Women,Beach,splits",white,S,50,Livraison standard,3,0,44,50,,,CN,New Lucky,homeaccessoryinternational,"89 % avis positifs (246,312 notes)",246312,4.2037253564584764,5406c9c77f086e1be430d73e,0,,summer,2020-08,472
6.0,6,EUR,100,1,4.0,27,0,0,0,0,"Summer,Plus Size,women dresses,polka dot,Spaghetti Strap,Polkas,irregulardre,boho,Women's Fashion,Party Dress,boho dress,Dress,sleeveless,sundress,Beach,Casual,Women",coffee,XXS,5,Livraison standard,2,0,38,50,,,CN,Fashion Happy World,fashionhappyworld,"86 % avis positifs (4,705 notes)",4705,4.040595111583422,580c7d0a8b67fa197454a2d1,0,,summer,2020-08,610
4.68,25,EUR,1000,1,4.0,127,0,0,0,0,"Women Vest,Vest,Fashion,crop top,Halter,Summer,sportvest,tank top,Women's Fashion,Tie Dye,sexy,Dyes,Sport,fitnessvest,Women Fashion,Women,Tank,#Sport Bra,Tops,Fitness,Running,summer tops,Ladies,sleeveless,women top",blue,XXL,50,Livraison standard,1,0,43,50,,,CN,Lang Wei,langwei,"(45,372 notes)",45372,4.057810984748303,557ac6650a43e41ba218240a,0,,summer,2020-08,406
8.0,7,EUR,100,0,4.0,63,0,0,0,0,"Summer,Fashion,Lace,long dress,Dress,summer dress,Women's Fashion,Party Dress,Ladies,summer dresses,Ladies Fashion,Women",white,S,50,Livraison standard,2,0,40,50,,,CN,hongyuli,hongyuli,"79 % avis positifs (5,595 notes)",5595,3.7726541554959785,5b3b135e38e2640b28a557bb,0,,summer,2020-08,1424
12.0,11,EUR,1000,0,4.0,286,0,0,0,0,"Jeans,Fashion,tunic,Shirt,Summer,Dress,Denim,summer dress,denimjeansdres,short sleeves,casual dresses,Women's Fashion,Tunic dress,minishirtdres,Lines,mididre",blue,M.,50,Livraison standard,3,0,139,50,,,CN,So Band,soband,(342 notes),342,3.681286549707602,5d45349676befe65691dcfbb,0,,summer,2020-08,1397
5.9,5,EUR,10000,0,4.0,1933,0,0,0,0,"Summer,Fashion,plus size dress,Dress,slim,V-neck,Women's Fashion,Plus Size,sleeveless,Floral,Party Dresses,Skirts,Casual,casual dress,Deep V-Neck,party,Slim Fit,print dress,Evening Dress,Ladies,women dress,Beach",grey,XS.,4,Livraison standard,1,0,30,50,,,CN,cp7438,cp7438,"(2,366 notes)",2366,3.951817413355875,591ed674fc9cce0fcd7ff354,0,,summer,2020-08,747
14.0,50,EUR,100,1,5.0,0,0,0,0,0,"Summer,Plus Size,crop top,2pieceset,Tops,Shorts,Women's Fashion,twopieceoutfit,off shoulder,printed,Tie Dye,Dyes,sexy,shortsforwomen,Outfits,Fashion,Women Fashion,Women",skyblue,S,8,Livraison standard,3,0,43,50,,,CN,Cuiior,cuiior,"82 % avis positifs (22,711 notes)",22711,3.8720443837787855,55cc4e1d845591103477a561,0,,summer,2020-08,250
5.0,5,EUR,5000,1,3.0,667,0,0,0,0,"Summer,Vest,Fashion,Tank,chiffon,Halter,Tops,Loose,V-neck,solid color,tank top,women clothes,silk,vneckshirt",white,S,50,Livraison standard,2,0,25,50,,,CN,lilianjie,lilianjie,"(8,740 notes)",8740,4.230320366132723,5a69c113da6ce6220cd14e05,0,,summer,2020-08,1258
8.0,9,EUR,10000,0,4.0,903,0,0,0,0,"bohemia,Fashion,printed,Women Blouse,short sleeves,yoga top,Cool T-Shirts,Women's Fashion,casual shirt,Summer Fashion,short sleeve shirt,mandala,Casual,Women,blouse,Shorts,Sleeve,graphic tee,funnytee,T Shirts,boho,Cotton,Tops,women t shirt",winered,S,11,Livraison standard,2,0,39,50,1.0,Quantité limitée !,CN,taishon,taishon,"83 % avis positifs (24,564 notes)",24564,3.9288796612929486,5763e55cc6053f5e70522ad7,0,,summer,2020-08,1497
15.0,13,EUR,5000,0,4.0,1257,0,0,0,0,"Summer,Slim Fit,Lace,Deep V-neck Dress,bowknotdres,Beach,Dress,Lace Dress,sexybacklessdres,beach wear,Women's Fashion,Party Dress,backless,summer dress,Women,vestido,sexy,white,Mini dress,Fashion,Necks",red,S,10,Livraison standard,4,0,42,50,,,CN,AKLOVERS,aklovers,"95 % avis positifs (19,184 notes)",19184,4.471017514595498,59b29ff23eb22a1355606548,0,,summer,2020-08,651
13.0,68,EUR,5000,1,4.0,1020,0,0,0,0,"womenpalysuit,Women,Plus Size,Beach,palysuit,Women's Fashion,Women S Clothing,sexy,sleeveless,Body Suit,zippers,Rompers,jumpsuitsforwomen,jumpsuit",black,M,50,Livraison standard,3,0,38,50,1.0,Quantité limitée !,CN,FashionForChanny ,guangzhouchannytradecoltd,"91 % avis positifs (165,915 notes)",165915,4.256076906849893,53a2a09ad91139519161a267,0,,summer,2020-08,1445
5.65,6,EUR,1000,1,4.0,164,0,0,0,0,"Summer,Plus Size,Tank,Tops,Spaghetti Strap,tank top,floralprinted,Women's Fashion,Fashion,Design,printed,Floral,sleeveless,Spaghetti,Casual",black,M,17,Livraison standard,2,0,23,50,,,CN,Suyi Technology,greatexpectationstechnology,"86 % avis positifs (12,309 notes)",12309,4.0451702006661785,5acaf29d5ebcfd72403106a8,1,https://s3-us-west-1.amazonaws.com/sweeper-production-merchantimage/dp_5acaf29d5ebcfd72403106a8.jpg,summer,2020-08,298
7.0,50,EUR,5000,0,4.0,1046,0,0,0,0,"Mini,Strapless Dress,Fashion,Summer,Tube top,Tunic dress,bandeau top,Mini dress,Women's Fashion,Plus Size,off shoulder,Floral,sexy,sexy tank top,Women,strapless,Shorts,Floral print,short dress,Tops,beach dress,Swimsuit Cover,Casual,Bikini,tunic,Print,tubetopdre,Beach,Dress",watermelonred,S,50,Livraison standard,2,0,43,50,1.0,Quantité limitée !,CN,snowgirl,snowgirl,"84 % avis positifs (36,361 notes)",36361,3.967520145210528,5639cd9bddb94f103070ef9f,0,,summer,2020-08,1241
11.0,70,EUR,10,0,2.0,2,0,0,0,0,"Summer,Fashion,Beach,Dress,boho,V-neck,Women's Fashion,bohemian,Lace Up,wear,sexy,Skirts,Women",pink,S,1,Livraison standard,2,0,62,50,,,US,Elisa2,elisa2,81 % avis positifs (528 notes),528,3.8731060606060614,58d64937794a2b6db2f0394e,0,,summer,2020-08,494
3.0,60,EUR,100,1,4.0,28,1,0,0,1,"Deep V-Neck,Summer,trousers,onepiece,Jumpsuits & Rompers,Women's Fashion,backless,printed,Print,sleeveless,women Jumpsuit,Casual,jumpsuit",grey,XXXS,1,Livraison standard,1,0,27,50,,,CN,cgyhapy,cgyhapy,"(1,500 notes)",1500,3.952,5b767f37f54e4f1434671cc8,0,,summer,2020-08,1430
9.0,56,EUR,100,1,4.0,30,0,0,0,0,"Summer,Two-Piece Suits,Fashion,Sleeve,Spring,Tops,short sleeves,sport suit women,Shorts,Sport Suits,suits for women,jogging suits for women,women sport suit,tiktoktshirt,womens shorts suit",pink & black,XXS,3,Livraison standard,3,0,19,50,,,US,Ashley Johnson,ashleyjohnson,73 % avis positifs (49 notes),49,3.7142857142857135,5e6d18bceb2b33bdc975950f,0,,summer,2020-08,611
6.0,22,EUR,1000,1,4.0,201,0,0,0,0,"Pocket,Hiking,Outdoor,waterproofmat,Mats,camping,Waterproof,Blanket,nylonmat,Travel,outdoormat,Picnic,Nylon,Beach,picnicmat,beachblanket,beachmat",blue,100 x 100cm(39.3 x 39.3inch),3,Livraison standard,2,0,55,50,1.0,Quantité limitée !,CN,SHHUIZFIA9586,xiaoya888,"95 % avis positifs (3,439 notes)",3439,4.417272462925268,5b80fee2008a3e2f6ec81563,0,,summer,2020-08,1308
12.0,75,EUR,100,1,3.0,28,0,0,0,0,"Deep V-Neck,Swing dress,Plus Size,Floral print,Fashion,Halter,Summer,long dress,Dress,Women's Fashion,V-neck,Elegant,beach dress,Sleeveless dress,retro,sleeveless,Floral,halter dress,Beach,Casual,printed",whitefloral,XS,1,Livraison standard,3,0,38,50,,,US,truth us trading,truthustrading,61 % avis positifs (29 notes),29,3.034482758620689,5e8c98966642021100f8db13,0,,summer,2020-08,219
4.8100000000000005,76,EUR,10000,0,4.0,3135,0,0,0,0,"blouse,Women Vest,Vest,Fashion,Tank,Shirt,letter print,Summer,Tops,Casual T-Shirt,tank top,Casual,Women's Fashion,Women,womens workout tank tops,Print,topsampblouse,womens tank tops,tops for women,sleeveless,Cotton",purple,S,45,Livraison standard,1,0,39,50,,,CN,taishon,taishon,"83 % avis positifs (24,564 notes)",24564,3.9288796612929486,5763e55cc6053f5e70522ad7,0,,summer,2020-08,553
1.77,2,EUR,10000,1,4.0,510,0,0,0,0,"Summer,Shorts,Breathable,Spring,Men,Socks,Men's Fashion,low,pure,Invisible,Cotton",white,2pcs,50,Livraison standard,1,0,45,50,,,CN,Happy kids shop,happykidsshop,(783 notes),783,4.237547892720307,5d52278327752b029793c927,0,,summer,2020-08,614
8.0,26,EUR,100,0,3.0,14,0,0,0,0,"slimming,wasitcincher,Fashion,waistgirdle,slimmingcorset,Corset,Summer,Waist,waist trainer,Fashion Accessory,Vest,shaperwear,belt",black,XXL,50,Livraison standard,2,0,40,50,1.0,Quantité limitée !,CN,lumeizi,lumeizi,65 % avis positifs (43 notes),43,3.1860465116279064,5e4a06cb57cc9b1700e826b3,0,,summer,2020-08,603
2.0,6,EUR,1000,1,4.0,31,0,0,0,0,"Summer,Fashion,Yoga,Lace,pants,Slim Fit,sportshort,yogashort,Women's Fashion,Shorts,Sport,slim,Casual,Women",winered,XS,1,Livraison standard,1,0,35,50,,,CN,maligoodsmart,lazzyshop,"88 % avis positifs (31,138 notes)",31138,4.117444922602608,5abb2cf26be8733b5bf6844f,1,https://s3-us-west-1.amazonaws.com/sweeper-production-merchantimage/dp_5abb2cf26be8733b5bf6844f.jpg,summer,2020-08,1391
11.0,10,EUR,100,1,4.0,71,0,0,0,0,"Summer,Leggings,Fashion,high waist,pants,slim,Women's Fashion,trousers,Green,Army,Women",armygreen,4XL,50,Livraison standard,3,0,35,50,1.0,Quantité limitée !,CN,sklioppp,sklioppp,"86 % avis positifs (2,782 notes)",2782,4.06901509705248,583da4b58108913e6c79a32e,0,,summer,2020-08,412
12.0,102,EUR,100,1,4.0,75,0,0,0,0,"candycolordres,Necks,Hollow-out,sundress,women casual dress,plus size dress,patchworkdres,Cotton Dress,halfsleevedres,New Fashion,casual dress",navy,S,50,Livraison standard,3,0,40,50,,,CN,M.E store,mestore,"90 % avis positifs (7,740 notes)",7740,4.227260981912145,5860cbf734de6c4d4803523d,1,https://s3-us-west-1.amazonaws.com/sweeper-production-merchantimage/dp_5860cbf734de6c4d4803523d.jpg,summer,2020-08,555
13.0,11,EUR,100,0,5.0,26,1,0,1,0,"2pieceset,Shorts,crop top,Sleeve,Summer,tiktok,Spring,Tops,Spaghetti Strap,short sleeves,Fashion",pink & white,XS,50,Livraison standard,3,0,139,50,,,US,salmophee,salmophee,90 % avis positifs (21 notes),21,4.047619047619048,5e8ad4c829e7860d8e20b40c,0,,summer,2020-08,1371
7.0,6,EUR,100,0,4.0,47,0,0,0,0,"Summer,Shorts,skinny pants,pants,women's pants,Short pants,summer shorts,Casual,harem pants,Women's Fashion,Plus Size,Sports Pants,Denim Shorts,high waisted shorts,Ladies,Beach,Fashion,pant womens summer",green,XS,50,Livraison standard,2,0,22,50,1.0,Quantité limitée !,CN,Hello fashion store,hellofashionstore,"(17,655 notes)",17655,4.1278391390540925,5512b0d98e8def07a462e1d7,1,https://s3-us-west-1.amazonaws.com/sweeper-production-merchantimage/dp_5512b0d98e8def07a462e1d7.jpg,summer,2020-08,1546
7.0,6,EUR,5000,0,5.0,996,1,0,1,0,"Women's Fashion,Tanktops for women,Fashion,Cotton Shirt,summer tank top,letter print,Summer,summer shirt,Tops,gothicshirt,tank top,Print,Sleeveless Shirt,sleeveless,blousesampshirt,Tank,moonshirt,Casual,Shirt",grey,XS,8,Livraison standard,2,0,41,50,1.0,Quantité limitée !,CN,longfeifengwu,龙飞凤舞,"85 % avis positifs (130,598 notes)",130598,3.946790915634237,5667f9745eec70268023940b,0,,summer,2020-08,609
3.0,26,EUR,100,1,2.0,3,0,0,0,0,"Summer,Plus Size,Sleeve,letter print,graphic tee,short sleeves,Women's Fashion,Shorts,o-neck,Print,women top,Fashion,Casual,T Shirts,Women",yellow,S,13,Livraison standard,1,0,43,50,,,CN,wulifange,wulifange,"84 % avis positifs (12,016 notes)",12016,3.9546438082556583,5a17bb048cf0ed37ca9e18bc,0,,summer,2020-08,1019
6.0,6,EUR,50,0,4.0,15,0,0,0,0,"Summer,Sling,Dresses,Dress,V-neck,Casual,Pocket,Women's Fashion,Sleeveless dress,women dress,Floral,sleeveless,Women,loose dress,Pleated,casual dress",white & green,XS,5,Livraison standard,2,0,20,50,,,CN,linsongda,linsongda,80 % avis positifs (144 notes),144,3.7222222222222223,5eb91502c48732293d0a8e08,0,,summer,2020-08,1051
8.0,26,EUR,1000,1,4.0,54,1,0,1,0,"butterfly,longtrouser,Plus Size,pants,slim,jeansforwomen,Women's Fashion,Fashion,printed,highwaispant,leggingsamptight,autumn and winter,Women Fashion,Women,Leggings,Yoga,Waist,Print,jegging,high waist,jeggingsforwoman,fitnesspant,Jeans",grey,S,50,Livraison standard,3,0,43,50,1.0,Quantité limitée !,CN,witkey BL,witkeybl,"86 % avis positifs (65,189 notes)",65189,4.049640276733805,57b03628c676b3573ba2a081,0,,summer,2020-08,1060
8.0,7,EUR,5000,1,4.0,1269,0,0,0,0,"Summer,Plus Size,women dresses,polka dot,Spaghetti Strap,Polkas,irregulardre,boho,Women's Fashion,Party Dress,boho dress,sundress,Beach,Dress,Women",coffee,XXS,10,Livraison standard,2,0,38,50,,,CN,SZ Globe Fashion World,szglobefashionworld,"(39,395 notes)",39395,4.054423150145958,563a19d1f75382101530dc15,0,,summer,2020-08,398
6.0,8,EUR,10000,0,4.0,1338,0,0,0,0,"Summer,off shoulder top,Plus Size,Lace,cute,topsamptshirt,short sleeves,cottontop,T Shirts,Outdoor,sexy,topsampblouse,slimtop,slim,Casual,Women Fashion,Cotton,blouse,Spaghetti,Shorts,Sleeve,lace top,Tops,spaghettistraptshirt,Print,Casual Tops,jackdanielsprinttop,Fashion",black,L,50,Livraison standard,2,0,43,50,,,CN,young's boutique,youngsboutique,"80 % avis positifs (54,504 notes)",54504,3.8016842800528403,55c8029641d799421d41fe3a,1,https://s3-us-west-1.amazonaws.com/sweeper-production-merchantimage/dp_55c8029641d799421d41fe3a.jpg,summer,2020-08,1048
13.0,11,EUR,100,1,4.0,4,0,0,0,0,"Summer,Plus Size,2pieceset,Women,slim,T Shirts,Shorts,tshirtandtop,Women's Fashion,twopieceoutfit,printed,Tie Dye,Dyes,sexy,shortsforwomen,Outfits,Fashion,Women Fashion,Slim Fit",yellow,S,29,Expediere Standard,3,0,42,50,,,CN,rtgh,rtgh710402e4b24511e6b69106d0c1a90220,"86% Feedback pozitiv (45,151 rating)",45151,4.0329560807069615,5836e38728f25753fe6af6a8,0,,summer,2020-08,718
8.0,7,EUR,1000,1,4.0,54,0,0,0,0,"Summer,Fashion,Floral print,Mini,Dress,Mini dress,Print,Women's Fashion,Sexy Dress,Floral,sexy,Spaghetti,Women Fashion",yellow,S,19,Livraison standard,2,0,28,50,1.0,Quantité limitée !,CN,shuilingjiao international trade company,shuilingjiaointernationaltradecompany,"87 % avis positifs (88,193 notes)",88193,4.080890773644168,5533c83986ff95173dc017d0,1,https://s3-us-west-1.amazonaws.com/sweeper-production-merchantimage/dp_5533c83986ff95173dc017d0.jpg,summer,2020-08,770
8.0,7,EUR,20000,0,4.0,8904,0,0,0,0,"strapless,Bikinis Set,tankini bathing suits,Tops,triangle bikini swimwear,Swimwear,Swimsuit,Tankinis,Fashion,Stripes,Tankini Set,Bikinis For Women,strand",black,S,50,Livraison standard,2,0,31,50,1.0,Quantité limitée !,CN,Facing the sea,facingthesea,"89 % avis positifs (19,221 notes)",19221,4.168097393475886,5760bd976238335e38551943,0,,summer,2020-08,239
11.0,20,EUR,10000,0,4.0,2841,0,0,0,0,"strapless,Fashion,Plus Size Swimwear,sexyplussizetankini,Tops,Women's Fashion,Swimsuit,Tankinis,Bikini,Stripes,sexy tankini",blue,S,16,Livraison standard,3,0,41,50,1.0,Quantité limitée !,CN,lirenlanfan,lirenlanfan,"(12,371 notes)",12371,3.8716352760488237,5b14bc7ddaac4575492a01c5,0,,summer,2020-08,1517
11.0,159,EUR,1000,0,4.0,585,0,0,0,0,"Summer,Plus Size,ruffle,Spring/Autumn,Spring,Tunic dress,Loose,Women's Fashion,Shorts,Neckline,Floral,Lace,Maternity Dresses,blouse women,tunic,short dress,Sleeve,Dresses,Vintage,Vacation,boho,boho dress,daydre,Fashion,Dress,Lantern",white,XS,50,Livraison standard,2,0,109,50,,,CN,Xindi Store,xindistore,"82 % avis positifs (16,085 notes)",16085,3.8780230027976375,589e67aa3205e17175ced38e,1,https://s3-us-west-1.amazonaws.com/sweeper-production-merchantimage/dp_589e67aa3205e17175ced38e.jpg,summer,2020-08,434
8.0,7,EUR,5000,0,4.0,830,1,0,1,0,"bandage top,Fashion,crop top,Halter,Summer,Women Set,elasticwaistshort,Women's Fashion,elastic waist,Casual,Women,Shorts,Waist,Elastic,Tops,pants,shortssuit,backless,Suits,Print,sleeveless,twopiecesset",multicolor,S,50,Envío normal,3,0,36,50,1.0,Quantité limitée !,CN,luojiayushop,luojiayushop,"91% retroalimentación positiva (9,200 calificaciones)",9200,4.289673913043479,583e7f658108913bced6f8cf,0,,summer,2020-08,81
11.0,11,EUR,1000,0,4.0,213,0,0,0,0,"Summer,Plus Size,street style,V-neck,women summer tops,Sleeveless Shirt,Fashion,Casual T-Shirt,Casual,T Shirts,Shirt,blouse,Tank,summer tank top,Tops,Women's Fashion,woman shirt summer,Women,women tank top,sleeveless,summer t-shirts,Loose tank tops,Pure Color",purple,S,50,Livraison standard,3,0,18,50,,,CN,ONLYZY,onlyzy,"82 % avis positifs (17,120 notes)",17120,3.898890186915888,59aaa4d39fbc514dc80328e3,0,,summer,2020-08,1365
16.0,14,EUR,10,1,5.0,0,0,0,0,0,"bohodressesforwoman,irregularhemdre,Sleeve,Summer,long dress,Dress,beach dress,bohemiandresse,boho,bohemian,boho dress,halfsleevedre,bohemian dress,Women,Women's Fashion,mediasmujer",,S.,2,Livraison standard,4,0,40,50,,,CN,SHOES 4U,shoes4u,"(1,442 notes)",1442,4.466019417475729,56de96c70f2a81169f14fcde,0,,summer,2020-08,677
11.0,19,EUR,20000,1,4.0,2729,0,0,0,0,"Fashion Accessory,slimmingshapewear,hotshaper,Body Shapers,waist trainer,trainingcorset,slimwaistshaperbelt,bodyslimmingcincher,slimmingwaistbelt,bodyshaperwomen,belt",rosered,S,50,Livraison standard,2,0,41,50,,,CN,liliyuanxi,liliyuanxi,"85 % avis positifs (4,336 notes)",4336,4.003228782287823,5a72e56d9d5e975657c1460a,0,,summer,2020-08,214
14.0,104,EUR,100,1,4.0,71,0,0,0,0,"Summer,Fashion,Shirt,Mens T Shirt,slim,hellyhansen,Print,shirts for men,poloshirtsformen,T Shirts,Fashion Men,Polos,Casual",orange,S,50,Livraison standard,4,0,31,50,,,CN,sankutoy20,sankutoy20,81 % avis positifs (151 notes),151,3.7615894039735096,5e3683005ba64b1957b798cc,0,,summer,2020-08,149
12.0,26,EUR,5000,0,4.0,663,0,0,0,0,"Summer,Plus Size,Shirt,letter print,splitdre,Dress,Mini dress,Women's Fashion,Fashion,splits,Print,Sport,Casual",white,S,50,Livraison standard,3,0,43,50,1.0,Quantité limitée !,CN,yiliannvhai,yiliannvhai,"(18,029 notes)",18029,4.1006156747462414,5832e5632f5e534c23488f06,0,,summer,2020-08,67
5.66,5,EUR,20000,0,4.0,2927,0,0,0,0,"blouse,Summer,o-neck,Tops & Blouses,Shirt,Tank,Pleated,Tops,tank top,Women's Fashion,Plus Size,sleeveless tops,Women,sexy,loose t-shirt,women top,Fashion,Casual,sleeveless,Cotton",purple,S,14,Livraison standard,2,0,29,50,,,CN,ligen,ligen,"90 % avis positifs (8,205 notes)",8205,4.195856185252895,58df45e5795cf052ae1c2142,0,,summer,2020-08,1334
13.0,72,EUR,1000,0,4.0,326,0,0,0,0,"Summer,Vest,roseprint,Fashion,Spaghetti,Tops,Overalls,Women's Fashion,Jumpsuits & Rompers,Shorts,Flowers,sexy,sleeveless,jumpsuit,Beach,Women",black,S,50,Livraison standard,3,0,48,50,,,CN,Beautiful plant,mengyongqi,"94 % avis positifs (1,370 notes)",1370,4.420437956204379,551506dc18b2791039a7286d,1,https://s3-us-west-1.amazonaws.com/sweeper-production-merchantimage/dp_551506dc18b2791039a7286d.jpg,summer,2020-08,1280
8.0,7,EUR,50,0,4.0,8,0,0,0,0,"blouse,Summer,Plus Size,Lace,Sleeve,sleeve lace,Necks,short sleeves,Casual,Round neck,Women's Fashion,Shorts,Casual Tops,short sleeve shirt,Fashion,summer tops,T Shirts,Cotton T Shirt",pink,XS,50,Livraison standard,3,0,36,50,,,CN,Happy Host store,happyhoststore,"87 % avis positifs (2,283 notes)",2283,4.127901883486641,586378e04b60fe69e3335c5f,0,,summer,2020-08,1164
8.0,42,EUR,1000,0,4.0,449,0,0,0,0,"Summer,Fashion,Tube top,summer shirt,Tops,cool shirts,tank top,slim shirts,Sleeveless Shirt,teesamptshirt,solid color,Off shoulder shirt,tops for women",Black,M,50,Livraison standard,2,0,40,50,,,CN,Unnistore,unnistore,"85 % avis positifs (47,981 notes)",47981,4.025364206665138,5684eae9daaaee26a0fdadba,0,,summer,2020-08,777
5.0,8,EUR,1000,1,3.0,31,0,0,0,0,"Mini,womens dresses,Summer,Patchwork,fashion dress,Dress,Mini dress,Women's Fashion,backless,party,summer dresses,sleeveless,sexy,Casual",mintgreen,XXS,1,Livraison standard,1,0,40,50,1.0,Quantité limitée !,CN,HillnTrees,hillntrees,"83 % avis positifs (8,484 notes)",8484,3.995167373880245,5700e2be27992f63cdca2dca,0,,summer,2020-08,140
8.0,30,EUR,1000,1,4.0,270,0,0,0,0,"halter top,Summer,neckcroptop,crop top,croptopsforgirl,Women,Tops,slim,black crop top,sleeveless crop top,Women's Fashion,croptopsforwomen,white crop top,sexy,Tank,printed,lace crop top,backless halter top,Lace",,1,50,Livraison standard,3,0,57,50,1.0,Quantité limitée !,CN,"Ruihong Home&Garden Co.,ltd",ruihonghomegardencoltd,"90 % avis positifs (2,212 notes)",2212,4.209312839059675,5950d54a4b913a1174a7ae6d,0,,summer,2020-08,1372
22.0,169,EUR,1000,1,4.0,542,0,0,0,0,"Summer,Fashion,Lace,Hollow-out,Dress,Mini dress,white dress,Elegant,beach dress,Party Dress,Sexy Dress,Summer Fashion,Chic,white,casual dress,party,Midi Dresses,Vintage,Lace Dress,Women's Fashion,sleeveless,Robes,Women",white,M,50,Livraison standard,5,0,35,50,1.0,Quantité limitée !,CN,yuhang081899,yuhang081899,"88 % avis positifs (9,341 notes)",9341,4.147414623701959,5b7ecbfa7956ef54b750df16,0,,summer,2020-08,990
4.66,11,EUR,100,1,3.0,24,0,0,0,0,"Vest,Slim Fit,Tops & Blouses,muscleshirt,Tops,slim,Undershirts,T Shirts,Tank,Muscle,Spaghetti",black,XL,50,Livraison standard,1,0,41,50,,,CN,Ifyou521,ifyou521,"91 % avis positifs (8,443 notes)",8443,4.2757313751036365,56da85f4df108f268b4a6618,0,,summer,2020-08,1167
